window_days,batter_id,player,team_recent,stand_recent,pa,bbe,air_bbe,hr,barrels,hard_air_bbe,blast_bbe,pulled_air_proxy_bbe,sweet_spot_bbe,max_ev,avg_ev,avg_la,hr_per_pa,barrel_per_pa,barrel_per_bbe,hard_air_per_pa,blast_per_pa,pulled_air_per_bbe,sweet_spot_per_bbe,slate_date,pull_timestamp,data_notes
30,669699,braden shewmake,HOU,L,6,9,7,0,1,2,1,2,3,107.6,83.47,30.0,0.0,0.1667,0.1111,0.3333,0.1667,0.2222,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,669701,josh smith,TEX,L,30,43,23,1,2,3,2,7,9,104.1,77.75,13.37,0.0333,0.0667,0.0465,0.1,0.0667,0.1628,0.2093,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,669707,jared triolo,PIT,R,91,111,59,1,2,11,3,10,32,106.5,82.7,8.19,0.011,0.022,0.018,0.1209,0.033,0.0901,0.2883,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,669743,alex call,LAD,R,35,49,29,1,1,1,0,6,17,109.4,77.98,16.14,0.0286,0.0286,0.0204,0.0286,0.0,0.1224,0.3469,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,669899,ryan ward,LAD,L,25,34,28,0,1,2,0,6,8,106.1,79.88,37.5,0.0,0.04,0.0294,0.08,0.0,0.1765,0.2353,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670032,nicky lopez,TEX,L,81,115,58,0,0,2,0,8,25,105.4,78.43,9.53,0.0,0.0,0.0,0.0247,0.0,0.0696,0.2174,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670042,luke raley,SEA,L,56,66,45,0,4,12,1,11,22,110.6,84.47,18.91,0.0,0.0714,0.0606,0.2143,0.0179,0.1667,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670097,zack short,NYM,R,16,13,9,0,0,0,0,5,4,100.3,76.18,18.77,0.0,0.0,0.0,0.0,0.0,0.3846,0.3077,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670156,miles mastrobuoni,SEA,L,19,23,12,0,0,2,0,2,5,101.0,81.51,9.17,0.0,0.0,0.0,0.1053,0.0,0.087,0.2174,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670224,kameron misner,KC,L,38,45,33,0,0,6,1,6,11,105.9,77.02,25.04,0.0,0.0,0.0,0.1579,0.0263,0.1333,0.2444,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670231,john rave,KC,L,22,23,16,1,3,5,4,5,5,107.7,85.57,27.22,0.0455,0.1364,0.1304,0.2273,0.1818,0.2174,0.2174,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670541,yordan álvarez,HOU,L,115,150,108,7,14,29,9,22,40,118.5,85.04,24.91,0.0609,0.1217,0.0933,0.2522,0.0783,0.1467,0.2667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670623,isaac paredes,HOU,R,114,171,116,3,3,24,5,39,54,105.0,82.94,21.4,0.0263,0.0263,0.0175,0.2105,0.0439,0.2281,0.3158,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670764,taylor walls,TB,L,89,112,75,0,2,13,2,16,37,105.8,80.39,20.59,0.0,0.0225,0.0179,0.1461,0.0225,0.1429,0.3304,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,670770,tj friedl,CIN,L,36,41,31,1,1,5,1,12,10,102.9,78.65,23.51,0.0278,0.0278,0.0244,0.1389,0.0278,0.2927,0.2439,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671056,iván herrera,STL,R,118,168,102,4,3,17,3,25,46,111.5,82.54,17.86,0.0339,0.0254,0.0179,0.1441,0.0254,0.1488,0.2738,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671083,buddy kennedy,SEA,R,8,8,3,0,0,1,1,0,1,103.6,78.53,6.25,0.0,0.0,0.0,0.125,0.125,0.0,0.125,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671155,ivan johnson,CIN,R,6,7,5,0,0,1,0,1,1,97.0,76.04,25.29,0.0,0.0,0.0,0.1667,0.0,0.1429,0.1429,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671218,heliot ramos,SF,R,59,79,56,4,10,22,8,9,35,111.7,88.08,15.28,0.0678,0.1695,0.1266,0.3729,0.1356,0.1139,0.443,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671277,luis garcía,WSH,L,98,143,89,12,13,26,9,26,46,114.0,85.26,16.62,0.1224,0.1327,0.0909,0.2653,0.0918,0.1818,0.3217,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671289,tyler freeman,COL,R,86,124,75,0,1,14,0,11,25,112.6,80.29,15.12,0.0,0.0116,0.0081,0.1628,0.0,0.0887,0.2016,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671732,lawrence butler,ATH,L,88,111,67,1,3,11,4,6,37,112.8,81.52,13.05,0.0114,0.0341,0.027,0.125,0.0455,0.0541,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671739,michael harris,ATL,L,103,142,93,3,6,22,5,24,42,108.8,82.39,15.73,0.0291,0.0583,0.0423,0.2136,0.0485,0.169,0.2958,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,671976,tristan peters,CWS,L,84,111,70,4,4,20,3,25,36,108.5,86.27,20.38,0.0476,0.0476,0.036,0.2381,0.0357,0.2252,0.3243,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672275,patrick bailey,CLE,L,50,73,45,1,1,8,0,9,25,107.0,81.35,13.53,0.02,0.02,0.0137,0.16,0.0,0.1233,0.3425,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672279,michael siani,BAL,L,1,1,0,0,0,0,0,0,0,79.9,79.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672284,jarred kelenic,TEX,L,10,9,6,0,0,0,0,0,0,93.0,76.57,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672356,gabriel arias,CLE,R,65,64,37,3,3,11,3,8,24,110.8,82.84,7.09,0.0462,0.0462,0.0469,0.1692,0.0462,0.125,0.375,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672386,alejandro kirk,TOR,R,73,91,59,1,1,11,1,11,23,105.1,81.68,15.9,0.0137,0.0137,0.011,0.1507,0.0137,0.1209,0.2527,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672515,gabriel moreno,AZ,R,102,146,93,1,1,13,1,10,43,107.0,82.62,18.38,0.0098,0.0098,0.0068,0.1275,0.0098,0.0685,0.2945,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672580,maikel garcía,KC,R,23,34,20,0,0,1,0,2,8,106.1,82.63,24.15,0.0,0.0,0.0,0.0435,0.0,0.0588,0.2353,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672613,,LAD,R,9,16,13,0,0,1,0,1,6,105.8,82.94,29.5,0.0,0.0,0.0,0.1111,0.0,0.0625,0.375,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672640,otto lopez,MIA,R,117,135,81,4,6,21,4,23,39,107.0,83.35,14.16,0.0342,0.0513,0.0444,0.1795,0.0342,0.1704,0.2889,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672695,geraldo perdomo,AZ,L,115,160,102,3,3,16,4,23,37,109.9,81.8,21.24,0.0261,0.0261,0.0187,0.1391,0.0348,0.1437,0.2313,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672724,oswald peraza,LAA,R,62,86,49,0,1,4,1,6,16,109.0,77.15,13.45,0.0,0.0161,0.0116,0.0645,0.0161,0.0698,0.186,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672761,wenceel pérez,DET,R,6,7,5,0,0,0,0,0,2,85.1,75.53,23.86,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,672960,kazuma okamoto,TOR,R,103,135,95,8,9,21,8,26,35,111.7,82.32,24.86,0.0777,0.0874,0.0667,0.2039,0.0777,0.1926,0.2593,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,673237,yainer diaz,HOU,R,68,91,45,4,5,14,5,14,24,109.5,82.16,4.42,0.0588,0.0735,0.0549,0.2059,0.0735,0.1538,0.2637,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,673490,ha-seong kim,ATL,R,22,23,19,0,1,2,0,7,3,108.4,80.76,33.09,0.0,0.0455,0.0435,0.0909,0.0,0.3043,0.1304,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,673548,seiya suzuki,CHC,R,110,135,92,5,6,21,4,25,39,111.0,83.0,23.49,0.0455,0.0545,0.0444,0.1909,0.0364,0.1852,0.2889,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,673962,josh jung,TEX,R,105,131,76,1,6,23,4,15,40,106.7,85.24,12.35,0.0095,0.0571,0.0458,0.219,0.0381,0.1145,0.3053,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,675448,blake hunt,SD,R,3,3,2,0,0,0,0,0,1,80.1,70.8,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,675659,greg jones,MIL,L,2,3,3,0,0,0,0,0,1,93.9,85.83,42.33,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,675961,alika williams,ATH,R,53,79,53,1,0,7,0,10,20,106.0,76.54,24.53,0.0189,0.0,0.0,0.1321,0.0,0.1266,0.2532,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676356,jonny deluca,TB,R,52,61,44,3,2,9,3,12,23,104.9,79.91,21.64,0.0577,0.0385,0.0328,0.1731,0.0577,0.1967,0.377,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676369,nelson velázquez,STL,R,40,50,34,2,2,14,2,12,15,110.4,85.25,19.72,0.05,0.05,0.04,0.35,0.05,0.24,0.3,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676391,ernie clement,TOR,R,95,135,90,1,1,11,0,30,43,104.6,80.13,20.8,0.0105,0.0105,0.0074,0.1158,0.0,0.2222,0.3185,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676439,hunter feduccia,TB,L,52,69,40,1,5,9,4,9,17,108.1,83.52,16.91,0.0192,0.0962,0.0725,0.1731,0.0769,0.1304,0.2464,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676475,alec burleson,STL,L,109,171,104,3,10,34,8,22,50,114.6,88.41,16.25,0.0275,0.0917,0.0585,0.3119,0.0734,0.1287,0.2924,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676551,brewer hicklen,ATL,R,4,3,1,0,0,1,0,1,1,109.1,96.43,2.0,0.0,0.0,0.0,0.25,0.0,0.3333,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676572,eric wagaman,NYM,R,35,35,21,1,1,2,1,5,10,108.6,79.11,13.54,0.0286,0.0286,0.0286,0.0571,0.0286,0.1429,0.2857,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676609,josé caballero,NYY,R,96,132,91,5,4,9,5,19,41,104.9,76.98,22.46,0.0521,0.0417,0.0303,0.0938,0.0521,0.1439,0.3106,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676694,jake meyers,HOU,R,38,50,31,1,2,6,1,8,11,103.9,80.6,17.06,0.0263,0.0526,0.04,0.1579,0.0263,0.16,0.22,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676724,jared young,NYM,L,78,92,57,2,4,14,3,20,26,109.5,83.73,17.51,0.0256,0.0513,0.0435,0.1795,0.0385,0.2174,0.2826,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,676914,davis schneider,TOR,R,27,33,28,2,3,12,3,10,8,110.2,87.99,35.24,0.0741,0.1111,0.0909,0.4444,0.1111,0.303,0.2424,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677587,brayan rocchio,CLE,L,105,142,100,3,2,20,2,30,46,104.9,79.49,21.15,0.0286,0.019,0.0141,0.1905,0.019,0.2113,0.3239,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677588,josé tena,WSH,L,52,59,34,2,2,9,2,9,15,109.0,85.86,13.25,0.0385,0.0385,0.0339,0.1731,0.0385,0.1525,0.2542,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677592,everson pereira,CWS,R,6,7,2,0,0,0,0,0,1,108.3,74.17,-8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677594,julio rodríguez,SEA,R,65,68,46,1,4,12,4,12,24,110.3,84.18,13.94,0.0154,0.0615,0.0588,0.1846,0.0615,0.1765,0.3529,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677595,ronny mauricio,NYM,L,18,19,11,0,1,2,1,2,5,108.7,85.28,17.79,0.0,0.0556,0.0526,0.1111,0.0556,0.1053,0.2632,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677649,ezequiel duran,TEX,R,105,164,109,6,5,19,4,15,50,109.0,80.41,18.34,0.0571,0.0476,0.0305,0.181,0.0381,0.0915,0.3049,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677800,wilyer abreu,BOS,L,115,160,121,3,10,23,7,31,53,111.0,82.93,25.26,0.0261,0.087,0.0625,0.2,0.0609,0.1938,0.3312,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677870,leo jimenez,MIA,R,50,59,36,2,2,8,2,6,18,108.0,85.55,16.54,0.04,0.04,0.0339,0.16,0.04,0.1017,0.3051,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677942,blaze alexander,BAL,R,84,129,86,2,5,21,2,15,50,109.0,84.04,16.38,0.0238,0.0595,0.0388,0.25,0.0238,0.1163,0.3876,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677951,bobby witt,KC,R,91,109,80,4,7,23,6,19,37,117.2,86.97,22.98,0.044,0.0769,0.0642,0.2527,0.0659,0.1743,0.3394,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,677956,rece hinds,MIA,R,2,1,0,0,0,0,0,0,0,59.3,59.3,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678011,anthony seigler,BOS,L,81,102,67,2,3,18,5,18,35,104.3,83.29,20.01,0.0247,0.037,0.0294,0.2222,0.0617,0.1765,0.3431,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678218,brandon valenzuela,TOR,L,39,58,44,0,0,8,0,10,14,105.8,79.42,27.72,0.0,0.0,0.0,0.2051,0.0,0.1724,0.2414,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678246,miguel vargas,CWS,R,113,149,106,5,15,30,11,35,45,111.2,85.41,24.28,0.0442,0.1327,0.1007,0.2655,0.0973,0.2349,0.302,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678391,jorbit vivas,WSH,L,61,81,53,2,2,9,3,11,29,105.8,78.73,17.59,0.0328,0.0328,0.0247,0.1475,0.0492,0.1358,0.358,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678489,jorge barrosa,AZ,L,19,21,11,1,1,3,1,7,3,102.9,78.54,2.38,0.0526,0.0526,0.0476,0.1579,0.0526,0.3333,0.1429,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678554,curtis mead,WSH,R,101,121,81,7,9,19,8,22,39,108.6,81.65,20.74,0.0693,0.0891,0.0744,0.1881,0.0792,0.1818,0.3223,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678577,junior perez,CWS,R,33,35,28,2,2,7,3,4,10,106.1,83.43,31.06,0.0606,0.0606,0.0571,0.2121,0.0909,0.1143,0.2857,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678662,ezequiel tovar,COL,R,90,137,94,3,2,10,2,20,37,107.0,78.76,23.89,0.0333,0.0222,0.0146,0.1111,0.0222,0.146,0.2701,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,678882,ceddanne rafaela,BOS,R,118,180,118,1,1,17,1,16,54,107.4,78.65,16.75,0.0085,0.0085,0.0056,0.1441,0.0085,0.0889,0.3,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,679529,spencer torkelson,DET,R,105,129,84,5,9,25,10,23,48,106.7,83.17,18.5,0.0476,0.0857,0.0698,0.2381,0.0952,0.1783,0.3721,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,679822,justin foscue,TEX,R,46,61,40,4,5,8,3,12,15,111.0,80.71,21.54,0.087,0.1087,0.082,0.1739,0.0652,0.1967,0.2459,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,679845,nick loftin,KC,R,91,112,63,3,3,13,2,25,38,106.5,83.21,10.06,0.033,0.033,0.0268,0.1429,0.022,0.2232,0.3393,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680474,max schuemann,NYY,R,39,41,33,2,5,9,4,10,14,107.3,80.8,23.49,0.0513,0.1282,0.122,0.2308,0.1026,0.2439,0.3415,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680574,matt mclain,CIN,R,52,57,41,0,1,8,0,8,18,108.5,80.2,25.11,0.0,0.0192,0.0175,0.1538,0.0,0.1404,0.3158,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680664,,DET,R,11,13,9,2,2,4,2,2,8,103.5,83.14,9.92,0.1818,0.1818,0.1538,0.3636,0.1818,0.1538,0.6154,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680700,richie palacios,TB,L,69,97,65,2,3,10,3,16,35,103.1,80.61,19.28,0.029,0.0435,0.0309,0.1449,0.0435,0.1649,0.3608,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680728,adrian del castillo,AZ,L,30,45,34,1,2,7,2,6,16,107.8,85.24,24.91,0.0333,0.0667,0.0444,0.2333,0.0667,0.1333,0.3556,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680737,michael helman,TEX,R,4,5,4,0,0,0,0,1,1,89.9,84.54,26.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680757,steven kwan,CLE,L,87,108,79,0,0,4,0,14,37,101.1,78.49,20.26,0.0,0.0,0.0,0.046,0.0,0.1296,0.3426,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680776,jarren duran,BOS,L,101,117,75,3,7,11,5,14,34,110.7,80.18,18.66,0.0297,0.0693,0.0598,0.1089,0.0495,0.1197,0.2906,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680777,ryan jeffers,MIN,R,9,11,7,0,0,1,1,1,5,108.1,87.71,7.55,0.0,0.0,0.0,0.1111,0.1111,0.0909,0.4545,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680779,henry davis,PIT,R,46,64,41,3,2,13,3,13,16,107.0,78.64,16.95,0.0652,0.0435,0.0312,0.2826,0.0652,0.2031,0.25,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,680869,zack gelof,ATH,R,56,68,44,3,0,11,1,12,16,106.7,81.93,19.22,0.0536,0.0,0.0,0.1964,0.0179,0.1765,0.2353,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681082,bryson stott,PHI,L,117,160,105,1,5,21,6,20,49,108.8,83.76,18.81,0.0085,0.0427,0.0312,0.1795,0.0513,0.125,0.3063,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681198,tj rumfield,COL,L,117,142,105,4,2,11,1,33,46,103.6,78.75,24.63,0.0342,0.0171,0.0141,0.094,0.0085,0.2324,0.3239,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681297,colton cowser,BAL,L,65,66,47,1,2,15,3,13,18,107.7,83.4,24.24,0.0154,0.0308,0.0303,0.2308,0.0462,0.197,0.2727,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681351,logan o'hoppe,LAA,R,74,90,62,1,4,18,0,20,29,110.6,84.41,20.36,0.0135,0.0541,0.0444,0.2432,0.0,0.2222,0.3222,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681393,connor norby,MIA,R,24,24,12,0,0,4,1,3,3,101.2,83.94,10.79,0.0,0.0,0.0,0.1667,0.0417,0.125,0.125,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681481,kerry carpenter,DET,L,78,96,69,4,5,24,6,19,30,105.3,82.33,21.47,0.0513,0.0641,0.0521,0.3077,0.0769,0.1979,0.3125,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681508,mickey gasper,BOS,L,29,31,16,0,1,5,2,7,8,108.7,85.66,16.42,0.0,0.0345,0.0323,0.1724,0.069,0.2258,0.2581,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681546,james outman,DET,L,65,61,43,2,4,11,2,11,19,106.7,79.73,20.87,0.0308,0.0615,0.0656,0.1692,0.0308,0.1803,0.3115,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681624,andy pages,LAD,R,120,153,106,2,4,18,3,21,57,107.6,81.43,18.46,0.0167,0.0333,0.0261,0.15,0.025,0.1373,0.3725,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681715,heriberto hernandez,MIA,R,90,102,66,8,10,24,9,22,28,110.9,84.73,15.84,0.0889,0.1111,0.098,0.2667,0.1,0.2157,0.2745,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681807,david fry,CLE,R,44,60,43,3,2,10,3,8,13,102.9,80.07,26.65,0.0682,0.0455,0.0333,0.2273,0.0682,0.1333,0.2167,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681909,justin dean,CHC,R,6,10,9,0,0,1,0,1,5,98.7,76.18,29.9,0.0,0.0,0.0,0.1667,0.0,0.1,0.5,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,681987,nate eaton,BOS,R,38,44,21,1,2,5,2,9,11,107.7,82.68,6.25,0.0263,0.0526,0.0455,0.1316,0.0526,0.2045,0.25,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,682177,daniel schneemann,CLE,L,67,85,51,2,6,12,4,15,20,108.2,81.96,15.68,0.0299,0.0896,0.0706,0.1791,0.0597,0.1765,0.2353,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,682515,logan porter,LAA,R,6,6,4,0,0,1,0,1,2,103.0,83.68,19.5,0.0,0.0,0.0,0.1667,0.0,0.1667,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,682622,noelvi marte,CIN,R,85,99,56,5,5,9,5,14,21,112.8,81.26,15.47,0.0588,0.0588,0.0505,0.1059,0.0588,0.1414,0.2121,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,682626,francisco álvarez,NYM,R,94,110,72,4,8,23,7,22,37,112.6,84.17,16.75,0.0426,0.0851,0.0727,0.2447,0.0745,0.2,0.3364,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,682634,kevin alcántara,CHC,R,8,9,6,0,0,1,0,4,5,101.7,90.74,13.67,0.0,0.0,0.0,0.125,0.0,0.4444,0.5556,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
30,682657,angel martínez,CLE,R,1,1,1,0,0,0,0,0,0,37.1,37.1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
